f.acctid,f.acctname,f.potential_fraud_fl,fraud_alert_dt,f.incr_in_credit_card_spent,f.avg_monthly_creditcard_spent,f.daily_credit_card_transaction_amt,f.daily_credit_card_transaction_ct
ACCT5270,Kristian Flynn,Y,4/2/2019,114.54166666666667,24,2749,1
ACCT6160,Gunner Crawford,Y,11/24/2019,114.375,24,2745,1
ACCT4480,Nina Bates,Y,8/13/2019,114.0,22,2508,1
ACCT5669,Dayami Gates,Y,7/9/2019,114.0,25,2850,1
ACCT5192,Lorenzo Tyler,Y,3/14/2019,113.94736842105263,19,2165,1
ACCT2626,Conor Ross,Y,6/13/2019,113.83333333333333,24,2732,1
ACCT3234,Agustin Rubio,Y,3/7/2019,113.6,15,1704,1
ACCT4414,Joey Freeman,Y,7/12/2019,113.47826086956522,23,2610,1
ACCT4414,Joey Freeman,Y,2/9/2019,113.30434782608695,23,2606,1
ACCT3234,Agustin Rubio,Y,6/25/2019,112.8,15,1692,2
ACCT3234,Agustin Rubio,Y,10/30/2019,112.46666666666667,15,1687,1
ACCT2626,Conor Ross,Y,1/6/2019,112.375,24,2697,1
ACCT5669,Dayami Gates,Y,10/16/2019,112.12,25,2803,1
ACCT3565,Maia Zavala,Y,8/29/2019,111.94736842105263,19,2127,1
ACCT4444,Jamar Ortega,Y,8/18/2019,111.75,24,2682,1
ACCT4572,Richard Gibson,Y,6/5/2019,111.58823529411765,17,1897,1
ACCT6160,Gunner Crawford,Y,11/30/2019,111.41666666666667,24,2674,1
ACCT6160,Gunner Crawford,Y,6/8/2019,111.16666666666667,24,2668,1
ACCT5748,Dean Powell,Y,3/12/2019,110.68181818181819,22,2435,1
ACCT7958,Kash Dickson,Y,10/17/2019,110.625,16,1770,1
ACCT2911,Cory Nixon,Y,11/1/2019,110.625,24,2655,1
ACCT3584,Quincy Townsend,Y,5/27/2019,110.54545454545455,11,1216,1
ACCT5748,Dean Powell,Y,4/17/2019,110.45454545454545,22,2430,1
ACCT6623,Gavyn Gill,Y,12/14/2019,110.30434782608695,23,2537,1
ACCT5192,Lorenzo Tyler,Y,9/26/2019,110.15789473684211,19,2093,1
ACCT4572,Richard Gibson,Y,11/7/2019,110.11764705882354,17,1872,1
ACCT5270,Kristian Flynn,Y,10/14/2019,110.08333333333333,24,2642,1
ACCT7000,Zaiden Bender,Y,5/26/2019,109.95652173913044,23,2529,1
ACCT4414,Joey Freeman,Y,6/17/2019,109.69565217391305,23,2523,1
ACCT4037,Akira Bowman,Y,10/20/2019,109.5,22,2409,1
ACCT6975,Rey Mccarthy,Y,2/3/2019,109.5,26,2847,1
ACCT5962,Jace Harding,Y,8/30/2019,109.41666666666667,24,2626,1
ACCT3867,Keenan Holloway,Y,12/23/2019,108.875,8,871,1
ACCT2911,Cory Nixon,Y,6/13/2019,108.83333333333333,24,2612,1
ACCT7000,Zaiden Bender,Y,5/12/2019,108.82608695652173,23,2503,1
ACCT5270,Kristian Flynn,Y,2/3/2019,108.66666666666667,24,2608,2
ACCT4471,Elle Cohen,Y,4/2/2019,108.625,8,869,1
ACCT5655,Mckenna Dixon,Y,5/3/2019,108.47058823529412,17,1844,1
ACCT7958,Kash Dickson,Y,7/22/2019,108.375,16,1734,1
ACCT6160,Gunner Crawford,Y,4/4/2019,108.16666666666667,24,2596,1
ACCT5962,Jace Harding,Y,1/28/2019,107.95833333333333,24,2591,1
ACCT6623,Gavyn Gill,Y,10/13/2019,107.91304347826087,23,2482,1
ACCT5655,Mckenna Dixon,Y,3/5/2019,107.82352941176471,17,1833,1
ACCT6975,Rey Mccarthy,Y,3/2/2019,107.3076923076923,26,2790,1
ACCT4480,Nina Bates,Y,5/14/2019,107.27272727272727,22,2360,1
ACCT6975,Rey Mccarthy,Y,8/15/2019,107.15384615384616,26,2786,1
ACCT5748,Dean Powell,Y,10/6/2019,107.13636363636364,22,2357,1
ACCT5962,Jace Harding,Y,9/10/2019,106.83333333333333,24,2564,1
ACCT4228,Malik Lloyd,Y,10/29/2019,106.6923076923077,13,1387,1
ACCT5583,Lainey Horne,Y,8/5/2019,106.38461538461539,13,1383,1
ACCT6623,Gavyn Gill,Y,4/27/2019,106.26086956521739,23,2444,1
ACCT4037,Akira Bowman,Y,12/26/2019,106.18181818181819,22,2336,1
ACCT4414,Joey Freeman,Y,7/10/2019,106.17391304347827,23,2442,1
ACCT2911,Cory Nixon,Y,9/5/2019,106.04166666666667,24,2545,1
ACCT2911,Cory Nixon,Y,9/22/2019,105.95833333333333,24,2543,1
ACCT4414,Joey Freeman,Y,6/13/2019,105.95652173913044,23,2437,1
ACCT4480,Nina Bates,Y,5/16/2019,105.86363636363636,22,2329,1
ACCT5669,Dayami Gates,Y,2/25/2019,105.84,25,2646,1
ACCT5748,Dean Powell,Y,12/25/2019,105.72727272727273,22,2326,1
ACCT3584,Quincy Townsend,Y,5/17/2019,105.45454545454545,11,1160,1
ACCT4740,Johnny Beasley,Y,10/17/2019,105.44444444444444,18,1898,1
ACCT4037,Akira Bowman,Y,1/1/2019,105.4090909090909,22,2319,1
ACCT5669,Dayami Gates,Y,2/24/2019,105.36,25,2634,1
ACCT6160,Gunner Crawford,Y,5/24/2019,105.25,24,2526,1
ACCT4010,Madison Jensen,Y,5/3/2019,105.03846153846153,26,2731,1
ACCT3867,Keenan Holloway,Y,7/22/2019,104.75,8,838,1
ACCT7000,Zaiden Bender,Y,3/16/2019,104.6086956521739,23,2406,1
ACCT3234,Agustin Rubio,Y,9/18/2019,104.0,15,1560,1
ACCT5748,Dean Powell,Y,7/28/2019,103.77272727272727,22,2283,1
ACCT7000,Zaiden Bender,Y,9/23/2019,103.52173913043478,23,2381,1
ACCT4480,Nina Bates,Y,1/21/2019,103.0909090909091,22,2268,1
ACCT2911,Cory Nixon,Y,12/29/2019,102.95833333333333,24,2471,1
ACCT5962,Jace Harding,Y,8/9/2019,102.875,24,2469,1
ACCT5583,Lainey Horne,Y,1/13/2019,102.3076923076923,13,1330,1
ACCT4444,Jamar Ortega,Y,7/12/2019,102.125,24,2451,1
ACCT4037,Akira Bowman,Y,11/14/2019,101.5909090909091,22,2235,1
ACCT3565,Maia Zavala,Y,8/20/2019,101.47368421052632,19,1928,2
ACCT6975,Rey Mccarthy,Y,4/17/2019,101.42307692307692,26,2637,1
ACCT5270,Kristian Flynn,Y,7/24/2019,101.33333333333333,24,2432,1
ACCT5964,Crystal Ball,Y,11/28/2019,100.96428571428571,28,2827,1
ACCT4228,Malik Lloyd,Y,6/21/2019,100.92307692307692,13,1312,1
ACCT5806,Quincy Brewer,Y,12/1/2019,100.86111111111111,36,3631,2
ACCT5192,Lorenzo Tyler,Y,6/8/2019,100.21052631578948,19,1904,1
ACCT4740,Johnny Beasley,Y,12/12/2019,99.66666666666667,18,1794,1
ACCT2050,Thaddeus Vargas,Y,10/9/2019,99.63461538461539,52,5181,2
ACCT6623,Gavyn Gill,Y,9/16/2019,99.6086956521739,23,2291,1
ACCT5655,Mckenna Dixon,Y,9/26/2019,99.17647058823529,17,1686,1
ACCT3234,Agustin Rubio,Y,5/5/2019,99.06666666666666,15,1486,1
ACCT5655,Mckenna Dixon,Y,12/28/2019,98.88235294117646,17,1681,1
ACCT3234,Agustin Rubio,Y,7/12/2019,98.26666666666667,15,1474,1
ACCT3565,Maia Zavala,Y,4/25/2019,98.21052631578948,19,1866,1
ACCT4444,Jamar Ortega,Y,11/28/2019,98.20833333333333,24,2357,1
ACCT4480,Nina Bates,Y,5/3/2019,98.0909090909091,22,2158,1
ACCT6975,Rey Mccarthy,Y,10/5/2019,97.88461538461539,26,2545,2
ACCT2911,Cory Nixon,Y,7/21/2019,97.875,24,2349,1
ACCT4039,Selina Perkins,Y,3/5/2019,97.83333333333333,18,1761,1
ACCT5270,Kristian Flynn,Y,7/6/2019,97.83333333333333,24,2348,1
ACCT4572,Richard Gibson,Y,2/12/2019,97.41176470588235,17,1656,1
ACCT4480,Nina Bates,Y,7/23/2019,96.77272727272727,22,2129,1
ACCT5748,Dean Powell,Y,1/27/2019,96.68181818181819,22,2127,1
ACCT3756,Catherine Booker,Y,7/31/2019,96.06451612903226,31,2978,1
ACCT5964,Crystal Ball,Y,12/13/2019,96.0,28,2688,1
ACCT4039,Selina Perkins,Y,10/1/2019,95.88888888888889,18,1726,1
ACCT4444,Jamar Ortega,Y,8/9/2019,95.83333333333333,24,2300,1
ACCT5583,Lainey Horne,Y,8/1/2019,95.76923076923077,13,1245,1
ACCT6975,Rey Mccarthy,Y,11/24/2019,95.46153846153847,26,2482,1
ACCT5964,Crystal Ball,Y,7/22/2019,95.32142857142857,28,2669,1
ACCT3565,Maia Zavala,Y,7/1/2019,95.3157894736842,19,1811,1
ACCT3756,Catherine Booker,Y,1/15/2019,95.16129032258064,31,2950,1
ACCT6623,Gavyn Gill,Y,7/2/2019,94.91304347826087,23,2183,1
ACCT3756,Catherine Booker,Y,8/22/2019,94.87096774193549,31,2941,1
ACCT5962,Jace Harding,Y,9/22/2019,94.79166666666667,24,2275,1
ACCT6623,Gavyn Gill,Y,7/4/2019,94.47826086956522,23,2173,1
ACCT4480,Nina Bates,Y,9/9/2019,94.45454545454545,22,2078,1
ACCT5748,Dean Powell,Y,3/31/2019,94.4090909090909,22,2077,1
ACCT4572,Richard Gibson,Y,2/21/2019,94.3529411764706,17,1604,1
ACCT6470,Justice Oneill,Y,11/3/2019,94.25,8,754,1
ACCT2911,Cory Nixon,Y,7/31/2019,94.0,24,2256,1
ACCT3565,Maia Zavala,Y,2/6/2019,93.94736842105263,19,1785,1
ACCT4444,Jamar Ortega,Y,1/31/2019,93.79166666666667,24,2251,1
ACCT3363,Carlie Sharp,Y,12/26/2019,93.72413793103448,29,2718,1
ACCT6975,Rey Mccarthy,Y,2/12/2019,93.6923076923077,26,2436,1
ACCT5748,Dean Powell,Y,1/25/2019,93.68181818181819,22,2061,1
ACCT5655,Mckenna Dixon,Y,2/23/2019,93.6470588235294,17,1592,1
ACCT4444,Jamar Ortega,Y,12/25/2019,93.58333333333333,24,2246,1
ACCT5583,Lainey Horne,Y,6/8/2019,93.53846153846153,13,1216,1
ACCT5964,Crystal Ball,Y,10/20/2019,93.14285714285714,28,2608,1
ACCT7000,Zaiden Bender,Y,2/23/2019,93.0,23,2139,1
ACCT4039,Selina Perkins,Y,6/26/2019,92.94444444444444,18,1673,1
ACCT2626,Conor Ross,Y,5/15/2019,92.91666666666667,24,2230,1
ACCT6623,Gavyn Gill,Y,1/29/2019,92.8695652173913,23,2136,1
ACCT3363,Carlie Sharp,Y,7/13/2019,92.6896551724138,29,2688,1
ACCT3756,Catherine Booker,Y,6/28/2019,92.2258064516129,31,2859,1
ACCT3363,Carlie Sharp,Y,3/2/2019,92.17241379310344,29,2673,1
ACCT6028,Hannah Rowland,Y,6/5/2019,92.125,32,2948,1
ACCT3867,Keenan Holloway,Y,6/1/2019,92.125,8,737,1
ACCT4444,Jamar Ortega,Y,10/1/2019,91.79166666666667,24,2203,1
ACCT2911,Cory Nixon,Y,5/13/2019,91.75,24,2202,1
ACCT4740,Johnny Beasley,Y,2/8/2019,91.55555555555556,18,1648,1
ACCT4039,Selina Perkins,Y,10/21/2019,91.55555555555556,18,1648,1
ACCT3363,Carlie Sharp,Y,3/21/2019,91.51724137931035,29,2654,1
ACCT4740,Johnny Beasley,Y,6/28/2019,91.5,18,1647,1
ACCT4444,Jamar Ortega,Y,5/16/2019,91.375,24,2193,1
ACCT7811,Ashtyn Reese,Y,8/11/2019,91.3030303030303,33,3013,2
ACCT3867,Keenan Holloway,Y,5/29/2019,91.25,8,730,1
ACCT3584,Quincy Townsend,Y,8/21/2019,91.18181818181819,11,1003,1
ACCT5962,Jace Harding,Y,11/26/2019,90.95833333333333,24,2183,1
ACCT4480,Nina Bates,Y,8/29/2019,90.81818181818181,22,1998,1
ACCT6623,Gavyn Gill,Y,5/3/2019,90.47826086956522,23,2081,1
ACCT4010,Madison Jensen,Y,9/18/2019,90.46153846153847,26,2352,1
ACCT7811,Ashtyn Reese,Y,6/17/2019,90.3030303030303,33,2980,1
ACCT5669,Dayami Gates,Y,9/11/2019,90.28,25,2257,1
ACCT4037,Akira Bowman,Y,12/23/2019,89.77272727272727,22,1975,1
ACCT4414,Joey Freeman,Y,8/31/2019,89.73913043478261,23,2064,1
ACCT3756,Catherine Booker,Y,11/1/2019,89.70967741935483,31,2781,1
ACCT7958,Kash Dickson,Y,9/22/2019,89.625,16,1434,1
ACCT4740,Johnny Beasley,Y,9/6/2019,89.33333333333333,18,1608,1
ACCT4010,Madison Jensen,Y,2/5/2019,89.15384615384616,26,2318,1
ACCT4572,Richard Gibson,Y,9/9/2019,89.11764705882354,17,1515,2
ACCT5669,Dayami Gates,Y,7/1/2019,88.6,25,2215,1
ACCT6975,Rey Mccarthy,Y,9/15/2019,88.42307692307692,26,2299,1
ACCT4740,Johnny Beasley,Y,4/10/2019,88.33333333333333,18,1590,1
ACCT3234,Agustin Rubio,Y,8/27/2019,88.2,15,1323,1
ACCT4480,Nina Bates,Y,8/24/2019,88.18181818181819,22,1940,1
ACCT4444,Jamar Ortega,Y,4/18/2019,88.0,24,2112,1
ACCT5669,Dayami Gates,Y,11/14/2019,87.8,25,2195,1
ACCT3565,Maia Zavala,Y,6/26/2019,87.73684210526316,19,1667,1
ACCT4010,Madison Jensen,Y,9/28/2019,87.65384615384616,26,2279,1
ACCT5748,Dean Powell,Y,11/15/2019,87.36363636363636,22,1922,1
ACCT5583,Lainey Horne,Y,12/31/2019,87.3076923076923,13,1135,1
ACCT4444,Jamar Ortega,Y,5/1/2019,87.16666666666667,24,2092,1
ACCT3756,Catherine Booker,Y,7/3/2019,87.09677419354838,31,2700,1
ACCT6160,Gunner Crawford,Y,4/16/2019,86.70833333333333,24,2081,1
ACCT4444,Jamar Ortega,Y,11/25/2019,86.58333333333333,24,2078,1
ACCT5962,Jace Harding,Y,7/21/2019,86.5,24,2076,1
ACCT6028,Hannah Rowland,Y,9/29/2019,86.25,32,2760,1
ACCT3565,Maia Zavala,Y,4/15/2019,86.15789473684211,19,1637,1
ACCT2911,Cory Nixon,Y,9/29/2019,86.125,24,2067,1
ACCT5964,Crystal Ball,Y,1/18/2019,86.10714285714286,28,2411,1
ACCT4037,Akira Bowman,Y,3/16/2019,85.72727272727273,22,1886,1
ACCT4444,Jamar Ortega,Y,3/8/2019,85.70833333333333,24,2057,1
ACCT4480,Nina Bates,Y,12/26/2019,85.68181818181819,22,1885,2
ACCT7811,Ashtyn Reese,Y,10/30/2019,85.66666666666667,33,2827,1
ACCT5270,Kristian Flynn,Y,10/19/2019,85.66666666666667,24,2056,1
ACCT6623,Gavyn Gill,Y,5/20/2019,85.65217391304348,23,1970,1
ACCT7811,Ashtyn Reese,Y,2/8/2019,85.39393939393939,33,2818,1
ACCT5583,Lainey Horne,Y,10/21/2019,85.38461538461539,13,1110,1
ACCT3234,Agustin Rubio,Y,3/19/2019,85.26666666666667,15,1279,1
ACCT7811,Ashtyn Reese,Y,1/10/2019,85.24242424242425,33,2813,2
ACCT5192,Lorenzo Tyler,Y,5/19/2019,85.10526315789474,19,1617,1
ACCT7000,Zaiden Bender,Y,2/16/2019,85.08695652173913,23,1957,1
ACCT6326,Haleigh Ruiz,Y,1/6/2019,85.0,47,3995,2
ACCT4480,Nina Bates,Y,6/13/2019,84.86363636363636,22,1867,1
ACCT5748,Dean Powell,Y,9/30/2019,84.81818181818181,22,1866,1
ACCT7958,Kash Dickson,Y,3/15/2019,84.6875,16,1355,3
ACCT7000,Zaiden Bender,Y,3/1/2019,84.43478260869566,23,1942,1
ACCT5655,Mckenna Dixon,Y,3/30/2019,84.3529411764706,17,1434,1
ACCT4740,Johnny Beasley,Y,12/5/2019,84.22222222222223,18,1516,1
ACCT3363,Carlie Sharp,Y,5/1/2019,84.17241379310344,29,2441,1
ACCT5583,Lainey Horne,Y,7/19/2019,83.92307692307692,13,1091,1
ACCT5748,Dean Powell,Y,9/16/2019,83.9090909090909,22,1846,1
ACCT7958,Kash Dickson,Y,6/29/2019,83.875,16,1342,1
ACCT3363,Carlie Sharp,Y,8/16/2019,83.55172413793103,29,2423,1
ACCT4037,Akira Bowman,Y,8/30/2019,83.36363636363636,22,1834,1
ACCT5669,Dayami Gates,Y,8/13/2019,83.32,25,2083,1
ACCT3867,Keenan Holloway,Y,8/19/2019,83.25,8,666,1
ACCT5962,Jace Harding,Y,4/18/2019,83.125,24,1995,1
ACCT4572,Richard Gibson,Y,9/30/2019,83.11764705882354,17,1413,1
ACCT4414,Joey Freeman,Y,5/23/2019,82.6086956521739,23,1900,1
ACCT3363,Carlie Sharp,Y,8/29/2019,82.55172413793103,29,2394,1
ACCT3584,Quincy Townsend,Y,1/13/2019,82.54545454545455,11,908,1
ACCT5964,Crystal Ball,Y,10/28/2019,82.53571428571429,28,2311,1
ACCT5806,Quincy Brewer,Y,10/30/2019,82.44444444444444,36,2968,1
ACCT5192,Lorenzo Tyler,Y,1/15/2019,82.21052631578948,19,1562,1
ACCT5806,Quincy Brewer,Y,10/23/2019,82.19444444444444,36,2959,1
ACCT3363,Carlie Sharp,Y,3/19/2019,82.03448275862068,29,2379,1
ACCT3565,Maia Zavala,Y,6/21/2019,82.0,19,1558,1
ACCT3565,Maia Zavala,Y,2/15/2019,81.94736842105263,19,1557,1
ACCT5806,Quincy Brewer,Y,6/16/2019,81.83333333333333,36,2946,2
ACCT5964,Crystal Ball,Y,5/18/2019,81.17857142857143,28,2273,1
ACCT4010,Madison Jensen,Y,9/20/2019,81.11538461538461,26,2109,1
ACCT5962,Jace Harding,Y,7/28/2019,81.08333333333333,24,1946,1
ACCT2626,Conor Ross,Y,3/23/2019,81.04166666666667,24,1945,1
ACCT3234,Agustin Rubio,Y,1/19/2019,81.0,15,1215,1
ACCT6623,Gavyn Gill,Y,7/1/2019,80.65217391304348,23,1855,1
ACCT6028,Hannah Rowland,Y,10/2/2019,80.625,32,2580,1
ACCT3565,Maia Zavala,Y,3/20/2019,80.10526315789474,19,1522,1
ACCT5583,Lainey Horne,Y,1/2/2019,80.07692307692308,13,1041,1
ACCT5270,Kristian Flynn,Y,12/20/2019,80.04166666666667,24,1921,1
ACCT7000,Zaiden Bender,Y,2/3/2019,79.82608695652173,23,1836,1
ACCT4037,Akira Bowman,Y,10/6/2019,79.81818181818181,22,1756,1
ACCT6975,Rey Mccarthy,Y,3/28/2019,79.76923076923077,26,2074,1
ACCT6028,Hannah Rowland,Y,8/2/2019,79.75,32,2552,1
ACCT5655,Mckenna Dixon,Y,3/27/2019,79.6470588235294,17,1354,1
ACCT5380,Leonard Morrison,Y,10/22/2019,79.61904761904762,84,6688,3
ACCT4228,Malik Lloyd,Y,1/27/2019,79.61538461538461,13,1035,1
ACCT3363,Carlie Sharp,Y,12/31/2019,79.44827586206897,29,2304,1
ACCT7958,Kash Dickson,Y,8/1/2019,79.4375,16,1271,2
ACCT3363,Carlie Sharp,Y,1/8/2019,79.13793103448276,29,2295,1
ACCT5964,Crystal Ball,Y,3/5/2019,79.10714285714286,28,2215,1
ACCT6623,Gavyn Gill,Y,12/8/2019,78.95652173913044,23,1816,1
ACCT5806,Quincy Brewer,Y,5/3/2019,78.88888888888889,36,2840,1
ACCT5270,Kristian Flynn,Y,4/19/2019,78.875,24,1893,1
ACCT3363,Carlie Sharp,Y,9/10/2019,78.82758620689656,29,2286,1
ACCT5748,Dean Powell,Y,10/14/2019,78.5,22,1727,1
ACCT5962,Jace Harding,Y,9/8/2019,78.08333333333333,24,1874,1
ACCT7000,Zaiden Bender,Y,2/21/2019,78.0,23,1794,1
ACCT4444,Jamar Ortega,Y,8/21/2019,77.95833333333333,24,1871,1
ACCT5804,Maritza Estrada,Y,6/2/2019,77.93023255813954,43,3351,2
ACCT4572,Richard Gibson,Y,7/24/2019,77.82352941176471,17,1323,1
ACCT6028,Hannah Rowland,Y,8/22/2019,77.78125,32,2489,1
ACCT3363,Carlie Sharp,Y,8/12/2019,77.51724137931035,29,2248,1
ACCT7000,Zaiden Bender,Y,3/25/2019,77.3913043478261,23,1780,1
ACCT6975,Rey Mccarthy,Y,10/21/2019,77.0,26,2002,1
ACCT4039,Selina Perkins,Y,4/23/2019,76.77777777777777,18,1382,1
ACCT7811,Ashtyn Reese,Y,10/2/2019,76.66666666666667,33,2530,1
ACCT5806,Quincy Brewer,Y,2/15/2019,76.36111111111111,36,2749,1
ACCT3363,Carlie Sharp,Y,6/7/2019,76.34482758620689,29,2214,1
ACCT2911,Cory Nixon,Y,4/26/2019,76.33333333333333,24,1832,1
ACCT5806,Quincy Brewer,Y,2/14/2019,76.33333333333333,36,2748,1
ACCT3565,Maia Zavala,Y,9/20/2019,76.3157894736842,19,1450,1
ACCT5964,Crystal Ball,Y,2/17/2019,76.21428571428571,28,2134,1
ACCT2626,Conor Ross,Y,9/6/2019,75.79166666666667,24,1819,1
ACCT2911,Cory Nixon,Y,10/11/2019,75.70833333333333,24,1817,1
ACCT7811,Ashtyn Reese,Y,3/16/2019,75.63636363636364,33,2496,1
ACCT7958,Kash Dickson,Y,3/17/2019,75.5,16,1208,1
ACCT7000,Zaiden Bender,Y,4/11/2019,75.30434782608695,23,1732,1
ACCT6767,Camren Heath,Y,5/7/2019,75.26666666666667,60,4516,2
ACCT3756,Catherine Booker,Y,12/27/2019,75.09677419354838,31,2328,2
ACCT3058,Amya Mccann,Y,11/10/2019,75.04651162790698,43,3227,2
ACCT2626,Conor Ross,Y,9/1/2019,75.04166666666667,24,1801,1
ACCT5964,Crystal Ball,Y,8/17/2019,74.89285714285714,28,2097,1
ACCT3565,Maia Zavala,Y,12/27/2019,74.84210526315789,19,1422,1
ACCT3363,Carlie Sharp,Y,5/13/2019,74.82758620689656,29,2170,1
ACCT5962,Jace Harding,Y,8/28/2019,74.70833333333333,24,1793,1
ACCT3756,Catherine Booker,Y,8/28/2019,74.64516129032258,31,2314,1
ACCT4444,Jamar Ortega,Y,1/18/2019,74.625,24,1791,1
ACCT7811,Ashtyn Reese,Y,4/6/2019,74.60606060606061,33,2462,1
ACCT4740,Johnny Beasley,Y,7/5/2019,74.5,18,1341,1
ACCT4480,Nina Bates,Y,12/13/2019,74.36363636363636,22,1636,1
ACCT6623,Gavyn Gill,Y,8/7/2019,74.34782608695652,23,1710,1
ACCT4480,Nina Bates,Y,12/15/2019,74.18181818181819,22,1632,1
ACCT3234,Agustin Rubio,Y,2/11/2019,74.13333333333334,15,1112,1
ACCT4471,Elle Cohen,Y,9/13/2019,74.125,8,593,1
ACCT6028,Hannah Rowland,Y,12/28/2019,74.125,32,2372,1
ACCT6470,Justice Oneill,Y,9/5/2019,74.0,8,592,1
ACCT6028,Hannah Rowland,Y,1/27/2019,73.78125,32,2361,1
ACCT5270,Kristian Flynn,Y,4/1/2019,73.75,24,1770,1
ACCT2262,Alden Hardy,Y,1/5/2019,73.54901960784314,51,3751,2
ACCT3565,Maia Zavala,Y,7/13/2019,73.52631578947368,19,1397,1
ACCT5748,Dean Powell,Y,9/23/2019,73.31818181818181,22,1613,1
ACCT5962,Jace Harding,Y,4/16/2019,73.29166666666667,24,1759,1
ACCT4039,Selina Perkins,Y,3/9/2019,73.16666666666667,18,1317,1
ACCT6160,Gunner Crawford,Y,4/20/2019,73.04166666666667,24,1753,1
ACCT4444,Jamar Ortega,Y,2/6/2019,73.04166666666667,24,1753,2
ACCT5962,Jace Harding,Y,9/23/2019,72.95833333333333,24,1751,1
ACCT6160,Gunner Crawford,Y,12/6/2019,72.95833333333333,24,1751,1
ACCT6470,Justice Oneill,Y,11/5/2019,72.875,8,583,1
ACCT6975,Rey Mccarthy,Y,8/11/2019,72.6923076923077,26,1890,1
ACCT4572,Richard Gibson,Y,1/4/2019,72.6470588235294,17,1235,1
ACCT5806,Quincy Brewer,Y,3/21/2019,72.52777777777777,36,2611,1
ACCT6623,Gavyn Gill,Y,6/20/2019,72.52173913043478,23,1668,1
ACCT2626,Conor Ross,Y,3/28/2019,72.5,24,1740,1
ACCT7958,Kash Dickson,Y,2/17/2019,72.375,16,1158,1
ACCT7811,Ashtyn Reese,Y,10/27/2019,72.24242424242425,33,2384,1
ACCT5964,Crystal Ball,Y,1/9/2019,72.17857142857143,28,2021,1
ACCT7811,Ashtyn Reese,Y,8/28/2019,72.12121212121212,33,2380,2
ACCT7811,Ashtyn Reese,Y,6/9/2019,71.93939393939394,33,2374,1
ACCT5270,Kristian Flynn,Y,2/4/2019,71.91666666666667,24,1726,1
ACCT4572,Richard Gibson,Y,3/29/2019,71.70588235294117,17,1219,1
ACCT3756,Catherine Booker,Y,10/17/2019,71.64516129032258,31,2221,1
ACCT4039,Selina Perkins,Y,2/9/2019,71.61111111111111,18,1289,1
ACCT4228,Malik Lloyd,Y,4/24/2019,71.53846153846153,13,930,1
ACCT4010,Madison Jensen,Y,10/24/2019,71.46153846153847,26,1858,1
ACCT4444,Jamar Ortega,Y,8/29/2019,71.41666666666667,24,1714,1
ACCT3565,Maia Zavala,Y,3/24/2019,71.36842105263158,19,1356,1
ACCT3565,Maia Zavala,Y,8/24/2019,71.3157894736842,19,1355,1
ACCT2535,Jonathan Pollard,Y,6/22/2019,71.26530612244898,49,3492,2
ACCT4444,Jamar Ortega,Y,7/17/2019,71.25,24,1710,1
ACCT6347,Matthew Petersen,Y,8/27/2019,71.1951219512195,41,2919,2
ACCT3565,Maia Zavala,Y,12/7/2019,70.94736842105263,19,1348,1
ACCT6347,Matthew Petersen,Y,1/5/2019,70.90243902439025,41,2907,1
ACCT5583,Lainey Horne,Y,1/3/2019,70.76923076923077,13,920,1
ACCT4444,Jamar Ortega,Y,4/22/2019,70.70833333333333,24,1697,1
ACCT6975,Rey Mccarthy,Y,1/27/2019,70.6923076923077,26,1838,1
ACCT7958,Kash Dickson,Y,12/1/2019,70.5,16,1128,1
ACCT5962,Jace Harding,Y,3/9/2019,70.41666666666667,24,1690,1
ACCT5964,Crystal Ball,Y,5/6/2019,70.35714285714286,28,1970,1
ACCT4010,Madison Jensen,Y,9/6/2019,70.0,26,1820,1
ACCT4037,Akira Bowman,Y,5/16/2019,69.86363636363636,22,1537,1
ACCT3867,Keenan Holloway,Y,7/23/2019,69.75,8,558,1
ACCT5748,Dean Powell,Y,9/19/2019,69.72727272727273,22,1534,1
ACCT5962,Jace Harding,Y,10/31/2019,69.54166666666667,24,1669,1
ACCT4471,Elle Cohen,Y,11/12/2019,69.5,8,556,1
ACCT4572,Richard Gibson,Y,1/12/2019,69.41176470588235,17,1180,1
ACCT3867,Keenan Holloway,Y,1/26/2019,69.375,8,555,1
ACCT5669,Dayami Gates,Y,7/15/2019,69.36,25,1734,1
ACCT4480,Nina Bates,Y,5/8/2019,69.18181818181819,22,1522,1
ACCT2779,Adolfo Vincent,Y,1/21/2019,69.1639344262295,61,4219,2
ACCT5192,Lorenzo Tyler,Y,12/29/2019,69.0,19,1311,1
ACCT3058,Amya Mccann,Y,8/21/2019,68.90697674418605,43,2963,1
ACCT4740,Johnny Beasley,Y,5/9/2019,68.88888888888889,18,1240,1
ACCT6028,Hannah Rowland,Y,9/30/2019,68.84375,32,2203,1
ACCT5669,Dayami Gates,Y,1/10/2019,68.76,25,1719,1
ACCT6160,Gunner Crawford,Y,7/2/2019,68.66666666666667,24,1648,1
ACCT6347,Matthew Petersen,Y,4/29/2019,68.63414634146342,41,2814,1
ACCT5804,Maritza Estrada,Y,10/12/2019,68.55813953488372,43,2948,1
ACCT4740,Johnny Beasley,Y,1/29/2019,68.55555555555556,18,1234,1
ACCT5804,Maritza Estrada,Y,11/21/2019,68.4186046511628,43,2942,2
ACCT3234,Agustin Rubio,Y,12/7/2019,68.26666666666667,15,1024,1
ACCT5192,Lorenzo Tyler,Y,11/22/2019,68.10526315789474,19,1294,1
